owner,color,name,name_kana,address,size_m2,lng,lat,type,Id,公園番号,公園種別,主な施設,主な遊具,閉鎖管理施設,トイレ,その他情報,備考1,備考2
中野区,red,上鷺西公園,かみさぎにし,上鷺宮５－１７,194.16,139.625233738246,35.7313006885554,街区公園,101,104,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,西鷺公園,にしさぎ,鷺　宮６－３１,429.48,139.626228235323,35.7266488163976,街区公園,56,58,街区公園,,複合遊具,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,八成公園,はちなり,上鷺宮５－１９,3868.32,139.626381457772,35.7316498552522,街区公園,26,27,街区公園,雑木林,ブランコ、砂場、鉄棒、ｸﾗｲﾐﾝﾝｸﾞ遊具,,車いす用○、オストメイト○、男子大×、男子小×、女子×、共用×、ベビーシート○、ベビーチェア○,,※公園北側の高齢者農園は福祉推進課,
中野区,red,上鷺いこい公園,かみさぎいこい,上鷺宮４－１２,511.82,139.627210037703,35.7334755568622,街区公園,150,156,街区公園,,,,なし,,,
中野区,red,北中野公園,きたなかの,上鷺宮５－８,2181.36,139.627203564902,35.7286020383718,街区公園,17,18,街区公園,,ブランコ、砂場、複合遊具、鉄棒,,車いす用○、オストメイト○、男子大１、男子小１、女子１、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,三角広場,さんかく,鷺　宮６－５,133.91,139.628191182554,35.7236185373943,その他,171,203,その他,,,,なし,,,
中野区,red,上鷺公園,かみさぎ,上鷺宮４－８,1020.74,139.628489365685,35.7320991887984,街区公園,12,13,街区公園,,ブランコ、砂場、複合遊具,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,かみさぎ北公園,かみさぎきた,上鷺宮４－６,133.65,139.629132462659,35.7332134683872,街区公園,157,163,街区公園,,,,なし,,,
中野区,red,風の子ひろば,かぜのこひろば,上鷺宮４－１３，１４,2904.48,139.628773489862,35.7341203616026,街区公園,142,148,街区公園,,複合遊具,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,鷺六公園,さぎろく,鷺　宮６－２４,1026.49,139.629778305476,35.7255748143662,街区公園,103,107,街区公園,,ブランコ、滑り台、砂場、鉄棒、健康遊具,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,武蔵台公園,むさしだい,上鷺宮５－２６,1061.05,139.630221875459,35.7306579003552,街区公園,16,17,街区公園,,ブランコ、砂場、複合遊具、鉄棒,,なし,,,
中野区,red,とちの木公園,とちのき,上鷺宮２－２２,195.8,139.631522255664,35.7312954672398,街区公園,156,162,街区公園,,,,なし,,,
中野区,red,若葉公園,わかば,鷺　宮５－１１,860.4,139.631715582987,35.7252307356848,街区公園,57,59,街区公園,,ブランコ、滑り台、砂場、ｼﾞｬﾝｸﾞﾙｼﾞﾑ,,車いす用○、オストメイト○、男子大×、男子小×、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,上鷺宮緑地,かみさぎのみやりょくち,上鷺宮３－８,142.18,139.631949589589,35.7323456967863,その他,170,201,その他,,,,なし,,,
中野区,red,上鷺東公園,かみさぎひがし,上鷺宮２－１８,2291.87,139.634688883705,35.7297799450165,街区公園,28,29,街区公園,じゃぶじゃぶ池,ブランコ、滑り台、砂場、鉄棒、健康遊具,,車いす用○、オストメイト○、男子大１、男子小１、女子１、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,白鷺ふれあい公園,しらさぎふれあい,白　鷺２－１０,1329.21,139.635130590541,35.7179797308059,街区公園,154,160,街区公園,,滑り台、鉄棒、健康遊具、ｸﾗｲﾐﾝﾝｸﾞ遊具,,なし,,,
中野区,red,そろの木公園,そろのき,白　鷺２－３８,916.29,139.635540277911,35.7206702203334,街区公園,73,76,街区公園,,ブランコ、砂場、鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,白鷺公園,しらさぎ,白　鷺２－８,377.8,139.635868157579,35.7185012007597,街区公園,127,131,街区公園,,健康遊具,,なし,,,
中野区,red,鷺宮運動広場,さぎのみやうんどうひろば,白　鷺３－１,4920.36,139.635650335419,35.7222449235107,街区公園,125,129,街区公園,運動広場,ブランコ、砂場、複合遊具,運動広場（閉鎖時間の詳細は指定管理者へ）,車いす用○、オストメイト○、男子大１、男子小２、女子２、共用×、ベビーシート×、ベビーチェア○,,,指定管理者　03-3337-1771（9:00～21:00）
中野区,red,白鷺ネムノキ公園,しらさぎねむのき,白　鷺１－７,700.7,139.637895596,35.7174877360508,街区公園,146,152,街区公園,,,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,みよし公園,みよし,鷺　宮３－１９,200.06,139.638553140121,35.7233738960751,街区公園,66,69,街区公園,,ブランコ、砂場,,なし,,,
中野区,red,みたけ公園,みたけ,鷺　宮３－３１,244.38,139.639065891225,35.7239626209076,街区公園,72,75,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,双鷺公園,そうろ,若　宮３－５８,500,139.640289189424,35.7217689155104,街区公園,118,122,街区公園,,,,なし,,,
中野区,red,白鷺せせらぎ公園,しらさぎせせらぎ,白　鷺１－４,9070,139.639723713775,35.7171704682134,近隣公園,161,167,近隣公園,多目的運動場、喫煙所,複合遊具、健康遊具,多目的運動場,（南側）車いす用○、オストメイト×、男子大×、男子小２、女子×、共用×、ベビーシート×、ベビーチェア×,（北側トイレ）車いす用○、オストメイト○、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,犬の同行入園可（園路）,多目的運動場（9:00～17:00（6月～8月は19:00まで）、水土の13:00～は個人利用のみ（予約不要））
中野区,red,若宮オリーブ公園,わかみやおりーぶ,若　宮３－５７,995.25,139.640431715558,35.7201499646561,街区公園,153,159,街区公園,,砂場、複合遊具、健康遊具,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,わかさぎ公園,わかさぎ,若　宮２－５６,759.52,139.640491705904,35.7174616493983,街区公園,147,153,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,若宮アトリエ広場,わかみやあとりえひろば,若宮２－３７,101.66,139.641983140424,35.7179370135101,街区公園,169,175,街区公園,,,,なし,,,
中野区,red,かしの木公園,かしのき,若　宮３－５２,1410.69,139.641915296377,35.7202042979384,街区公園,130,134,街区公園,,,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,みはと公園,みはと,大和町４－５１,1016.9,139.641890426299,35.7161753699621,街区公園,58,60,街区公園,,滑り台、複合遊具,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,鷺南公園,ろなん,若　宮２－４８,382.13,139.642714728523,35.7183924670433,街区公園,115,119,街区公園,,砂場,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,若宮公園,わかみや,若　宮３－２１,751.98,139.64341533621,35.7219328847622,街区公園,9,10,街区公園,,ブランコ、複合遊具、健康遊具,,車いす用○、オストメイト○、男子大１、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,西大和児童公園,にしやまとじどう,大和町３－４２,286.18,139.643726730621,35.7123924423702,街区公園,46,47,街区公園,,ブランコ、ｸﾗｲﾐﾝﾝｸﾞ遊具,,なし,,,
中野区,red,西大和公園,にしやまと,大和町４－５０,1000,139.643775556169,35.7147745203288,街区公園,22,23,街区公園,,ブランコ、砂場、築山遊具、鉄棒、健康遊具,,車いす用○、オストメイト○、男子大１、男子小２、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,かせい公園,かせい,若　宮３－５,564.11,139.646225950408,35.7207637165565,街区公園,31,32,街区公園,,砂場、鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,大和鹿鳴公園,やまとろくめい,大和町３－２７,434.73,139.646383947656,35.7127984514399,街区公園,133,139,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,みすみ公園,みすみ,大和町３－２５,203.38,139.647110941193,35.7120693773907,街区公園,136,142,街区公園,,,,なし,,,
中野区,red,みつわ公園,みつわ,若　宮１－４２,542.11,139.647548538377,35.7188558284378,街区公園,89,92,街区公園,,砂場、鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,わかたけ公園,わかたけ,鷺　宮１－５,440.05,139.647769206981,35.7220869202219,街区公園,67,70,街区公園,,ブランコ、砂場、鉄棒、ｸﾗｲﾐﾝﾝｸﾞ遊具,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,大和北公園,やまときた,大和町２－４５,1294.24,139.64878374338,35.714514332194,街区公園,110,114,街区公園,,,,車いす用○、オストメイト×、男子大１、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,大和花公園,やまとはな,大和町１－５４,323.22,139.649892060036,35.7116655407506,街区公園,53,55,街区公園,,砂場,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,こうさぎ公園,こうさぎ,野　方６－４４,338.06,139.65001417316,35.7225275266417,街区公園,71,74,街区公園,,スプリング遊具,,なし,,,
中野区,red,丸山公園,まるやま,丸　山２－２３,2883.77,139.650478981592,35.7241365631318,街区公園,95,98,街区公園,じゃぶじゃぶ池,ブランコ、砂場、複合遊具、鉄棒、健康遊具,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,大和公園,やまと,大和町２－８,3210.14,139.651461426643,35.715850768687,街区公園,10,11,街区公園,キャッチボールコーナー、じゃぶじゃぶ池,ブランコ、滑り台、砂場、複合遊具、鉄棒、雲梯、ｸﾗｲﾐﾝﾝｸﾞ遊具,,車いす用○、オストメイト○、男子大×、男子小×、女子×、共用２、ベビーシート○、ベビーチェア×,,,
中野区,red,沼栄橋公園,しょうえいばし,野　方５－１,773.36,139.652863534964,35.7172980077574,街区公園,155,161,街区公園,※休園中,,,なし,※休園中,,
中野区,red,啓明公園,けいめい,大和町１－２１,1239.13,139.65286259567,35.7116773865579,街区公園,21,22,街区公園,,ブランコ、滑り台、砂場、鉄棒,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,籠原公園,かごはら,丸　山２－２,338.35,139.653249990712,35.7235559647263,街区公園,124,128,街区公園,,,,なし,,,
中野区,red,くるみ公園,くるみ,野　方５－２８,194.53,139.65329837538,35.719502021039,街区公園,77,80,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,たんぽぽ公園,たんぽぽ,野　方２－６１,948.99,139.654640744863,35.7146795101472,街区公園,75,78,街区公園,,ブランコ、滑り台、砂場、鉄棒,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,もみの木公園,もみのき,野　方１－３８,223.76,139.654862128413,35.7094861845748,街区公園,86,89,街区公園,,砂場、シーソー,,なし,,,
中野区,red,こまどり公園,こまどり,野　方１－５７,574.5,139.655096798623,35.7117959915998,街区公園,119,123,街区公園,,砂場,,なし,,,
中野区,red,早稲田通り公園,わせだどおり,野　方１－３５,908.64,139.656234802944,35.7095367315216,街区公園,107,111,街区公園,,複合遊具,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,花火不可,
中野区,red,野方第一公園,のがただいいち,野　方４－３６,450.14,139.656478613868,35.7206051997807,街区公園,42,43,街区公園,,ブランコ、砂場、複合遊具、鉄棒,,なし,,,
中野区,red,野方一丁目公園,のがたいっちょうめ,野　方１－３２,572.43,139.657031770419,35.7104195318062,街区公園,91,94,街区公園,,砂場、鉄棒,,なし,,,
中野区,red,野方第二公園,のがただいに,野　方２－１４,418.42,139.657075633638,35.713162893119,街区公園,45,46,街区公園,,ブランコ、滑り台、砂場,,なし,,,
中野区,red,東山公園,ひがしやま,野　方４－４１,1606.04,139.657198207039,35.7221944731829,街区公園,41,42,街区公園,,ｼﾞｬﾝｸﾞﾙｼﾞﾑ、健康遊具,,車いす用○、オストメイト○、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,野方ひがし公園,のがたひがし,野　方１－１２,724.27,139.659294115875,35.7125769335223,街区公園,85,88,街区公園,キャッチボールコーナー,ブランコ、砂場、鉄棒、ｸﾗｲﾐﾝﾝｸﾞ遊具他遊具,,なし,,,
中野区,red,沼袋西公園,ぬまぶくろにし,沼　袋３－１４,3311.58,139.659224653085,35.7167803940495,街区公園,19,20,街区公園,,砂場、複合遊具,,車いす用○、オストメイト×、男子大×、男子小２、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,さんかく公園,さんかく,沼　袋３－２４,331.61,139.659599225198,35.7192898640726,街区公園,131,135,街区公園,※休園中,,,なし,※休園中,,
中野区,red,囲町ひろば,かこいちょうひろば,中　野４－２１,1001.19,139.660268881325,35.7063162882487,街区公園,159,166,街区公園,,,トイレ（閉鎖時間の詳細は指定管理者へ）,車いす用○、オストメイト×、男子大×、男子小×、女子×、共用×、ベビーシート×、ベビーチェア○,,,指定管理者　03-5343-7921（9:00～17:00）
中野区,red,草の実公園,くさのみ,新　井２－４４,235.56,139.660739120768,35.7130521305204,街区公園,144,150,街区公園,,,,なし,,,
中野区,red,南部公園,なんぶ,南　台５－２７,884.75,139.660788882168,35.6831727157333,街区公園,40,41,街区公園,,滑り台、健康遊具,,（高齢者会館外）車いす用○、オストメイト○、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,沼四緑の公園,ぬまよんみどりの,沼　袋４－３５,568.44,139.660933083999,35.7227725828262,街区公園,117,121,街区公園,,,,なし,,,
中野区,red,柏公園,かしわ,新　井３－２４,452.51,139.6613401128,35.7131863489181,街区公園,55,57,街区公園,,砂場、複合遊具、鉄棒,,なし,,,
中野区,red,西町公園,にしまち,本　町６－３９,272.49,139.661958837284,35.6953913668445,街区公園,52,54,街区公園,,,,なし,,,
中野区,red,みなみ公園,みなみ,南　台５－１５,462.35,139.662198096649,35.6801899356025,街区公園,30,31,街区公園,,鉄棒,,なし,,,
中野区,red,子宝公園,こだから,中　野３－１６,122.01,139.662174565248,35.7018945185088,街区公園,134,140,街区公園,,,,なし,,,
中野区,red,囲桃園公園,かこいももぞの,中　野３－２０，２１,1243.52,139.662279551507,35.7035171676148,街区公園,106,110,街区公園,,,,車いす用○、オストメイト○、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,丸太公園,まるた,弥生町６－２,1313.57,139.662248372433,35.6868478939297,街区公園,99,102,街区公園,,砂場、ｱｽﾚﾁｯｸ遊具,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,新井南公園,あらいみなみ,新　井２－３１,1179.87,139.662482584571,35.7107546871995,街区公園,24,25,街区公園,,ブランコ、砂場,,車いす用○、オストメイト○、男子大×、男子小×、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,中野四季の森公園,なかのしきのもり,中　野４－１２，１３,20780.48,139.661383149014,35.7081805740958,近隣公園,160,165,近隣公園,池・流れ・噴水、芝生広場、イベント広場,,トイレ（閉鎖時間の詳細は指定管理者へ）,（芝生エリア）車いす用○、オストメイト○、男子大３、男子小４、女子４、共用×、ベビーシート○、ベビーチェア○,（イベントエリア）車いす用○、オストメイト○、男子大×、男子小×、女子×、共用×、ベビーシート○、ベビーチェア○,花火不可、犬のの同行入園可,指定管理者　03-5343-7921（9:00～17:00）
中野区,red,広町みらい公園,ひろまちみらい,弥生町６－１,10375.52,139.662040741236,35.6852025827275,近隣公園,168,174,近隣公園,滝・流れ、体験学習センター,複合遊具、健康遊具、ｸﾗｲﾐﾝﾝｸﾞ遊具,,（清掃事務所外）車いす用○、オストメイト○、男子大１、男子小２、女子１、共用×、ベビーシート○、ベビーチェア○,,犬の同行入園可（園路）,指定管理者　03ｰ6382ｰ6072（9:00～21:00）
中野区,red,丸山塚公園,まるやまづか,沼　袋２－４０,2717.93,139.663173143139,35.7233902360661,街区公園,100,103,街区公園,,ブランコ、滑り台、砂場、鉄棒,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,八島公園,やしま,南　台４－４１,164,139.663677157449,35.6800994856048,街区公園,37,38,街区公園,,ｼﾞｬﾝｸﾞﾙｼﾞﾑ,,なし,,,
中野区,red,本六公園,ほんろく,本　町６－３０,569,139.663589237682,35.6962241878392,街区公園,32,33,街区公園,,ブランコ、砂場,,なし,,,
中野区,red,南台三丁目公園,みなみだいさんちょうめ,南　台３－４１,956.13,139.663802876535,35.6823828838566,街区公園,113,117,街区公園,,ブランコ,,車いす用○、オストメイト○、男子大１、男子小１、女子１、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,中央西公園,ちゅうおうにし,中　央５－２７,2695.2,139.66378625432,35.6992666815686,街区公園,34,35,街区公園,,滑り台、砂場、鉄棒,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,南台公園,みなみだい,南　台５－７,3714.53,139.663888122443,35.6812907685196,街区公園,98,101,街区公園,自由広場、じゃぶじゃぶ池,砂場、複合遊具、ﾊﾞｽｹｯﾄｺﾞｰﾙ,自由広場（開放8:00、閉鎖17:00）（12月28日～1月4日は閉鎖）,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,自由広場の占用受付は南中野区民活動センター　03ｰ3382ｰ1456（平日8:30～17:00）
中野区,red,平和の森公園,へいわのもり,新　井３－３７,70441.23,139.662388211037,35.716543981989,地区公園,11,12,地区公園,体育館、多目的運動広場、水遊び場、犬の広場、喫煙所、駐車場,滑り台、砂場、複合遊具、健康遊具、ｸﾗｲﾐﾝﾝｸﾞ遊具、ｱｽﾚﾁｯｸ遊具,体育館、多目的運動広場（閉鎖時間の詳細は指定管理者へ）,（北側）車いす用○、オストメイト○、男子大２、男子小３、女子３、共用×、ベビーシート○、ベビーチェア○,（南側トイレ）車いす用○、オストメイト○、男子大１、男子小３、女子３、共用×、ベビーシート○、ベビーチェア○,花火不可（一部可）、犬の同行入園可（犬の広場、一部園路）,指定管理者　03ｰ5860ｰ0024（9:00～21:00）
中野区,red,百観音公園,ひゃくかんのん,沼　袋２－２８,854.64,139.664369275446,35.7218705953706,街区公園,43,44,街区公園,寺の境内,ブランコ、滑り台、砂場、ｼﾞｬﾝｸﾞﾙｼﾞﾑ,,なし,,,
中野区,red,江古四しいの木公園,えごよんしいのき,江古田４－１４,189.09,139.664609724694,35.7254161477045,街区公園,139,145,街区公園,,,,なし,,,
中野区,red,れんげ公園,れんげ,弥生町５－８,918.94,139.664845552581,35.6888687008752,街区公園,78,81,街区公園,,ブランコ、滑り台、砂場、鉄棒、健康遊具,,車いす用○、オストメイト×、男子大×、男子小×、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,江古田二丁目公園,えごたにちょうめ,江古田２－２１,722.76,139.66490264557,35.7261608610461,街区公園,92,95,街区公園,,,,なし,,,
中野区,red,マロニエひろば,まろにえひろば,南　台３－２６,188.42,139.665452780212,35.6854817319498,その他,172,301,その他,,,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,橋場公園,はしば,中　央５－４１,416.07,139.665916951334,35.7016927223969,街区公園,50,52,街区公園,,ブランコ、砂場、鉄棒,,なし,,,
中野区,red,南台さくら公園,みなみだいさくら,南台４－３７,593.62,139.666072030107,35.6798835828697,街区公園,165,171,街区公園,,複合遊具,公園全体（開放6:00、閉鎖20:00）,なし,,,
中野区,red,多田公園,ただ,南　台３－２６,477.92,139.666064027743,35.6853389235553,街区公園,36,37,街区公園,,ブランコ、滑り台、鉄棒,,なし,,,
中野区,red,なつめ公園,なつめ,中　央５－６,330.73,139.666316954807,35.6984001767785,街区公園,61,63,街区公園,,ブランコ、砂場,,なし,,,
中野区,red,ささの葉公園,ささのは,南　台４－１４,987.96,139.666603473675,35.6828732488463,街区公園,59,61,街区公園,,ブランコ、滑り台、砂場、ｸﾗｲﾐﾝﾝｸﾞ遊具,,車いす用○、オストメイト○、男子大１、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,中央公園,ちゅうおう,中　央５－４２,2011.15,139.666561161545,35.7005936403593,街区公園,39,40,街区公園,,砂場、築山遊具、鉄棒、ｸﾗｲﾐﾝﾝｸﾞ遊具,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,弥生公園,やよい,弥　生５－４,1331.53,139.66694949618,35.68630036601,街区公園,25,26,街区公園,,ブランコ、滑り台、砂場、ｼﾞｬﾝｸﾞﾙｼﾞﾑ,,車いす用○、オストメイト○、男子大１、男子小２、女子×、共用×、ベビーシート○、ベビーチェア○,,,
