owner,color,name,name_kana,address,size_m2,lng,lat,type,Id,公園番号,公園種別,主な施設,主な遊具,閉鎖管理施設,トイレ,その他情報,備考1,備考2
中野区,red,杉山公園,すぎやま,本　町６－１５,1356.29,139.66709526671,35.6970209412214,街区公園,1,1,街区公園,,ブランコ、砂場、複合遊具,,車いす用○、オストメイト○、男子大１、男子小２、女子２、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,あじさい公園,あじさい,中　野５－３４,498.64,139.667836083438,35.7072279996207,街区公園,74,77,街区公園,,鉄棒,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,西町花の公園,にしまちはなの,本　町４－３７,324.7,139.667914738574,35.6955522365674,街区公園,126,130,街区公園,,,,なし,,,
中野区,red,新井薬師公園,あらいやくし,新井５－４・４－１５,10043.63,139.667394362653,35.7150882308972,街区公園,2,2,街区公園,じゃぶじゃぶ池、喫煙所,ブランコ、砂場、複合遊具、鉄棒,,（池側）車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,（寺側トイレ）車いす用○、オストメイト○、男子大１、男子小３、女子３、共用×、ベビーシート○、ベビーチェア○,,
中野区,red,昭三公園,しょうさん,中　野５－４１,391.41,139.66815471212,35.7096713714121,街区公園,88,91,街区公園,,健康遊具,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,江古田の森公園,えごたのもり,江古田３－１４,60224.51,139.66610338746,35.7296517164239,地区公園,122,126,地区公園,調節池、学習室、ビオトープ池、喫煙所,ブランコ、砂場、複合遊具、健康遊具,調節池区域（河川水越流時、夏期夜間）,（学習棟）車いす用○、オストメイト○、男子大１、男子小２、女子２、共用×、ベビーシート○、ベビーチェア×,（調節池北トイレ）車いす用○、オスト×、男大２、男小３、女３、共×、ベビシ×、ベビチ×　（調節池南トイレ）共１のみ,花火不可、犬の同行入園可（一部園路）,（バス停横トイレ）車いす用○、オスト×、男大１、男小３、女３、共×、ベビシ○、ベビチ×
中野区,red,新井東公園,あらいひがし,新　井１－１９,612.84,139.668296691951,35.7116510721163,街区公園,109,113,街区公園,,タイヤ,,車いす用○、オストメイト○、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア×,,,
中野区,red,えごたばしポケットパーク,えごたばしぽけっとぱーく,松が丘２－１８,190.25,139.668810777493,35.7227911933117,その他,176,305,その他,,,,なし,,,
中野区,red,追分公園,おいわけ,中　央４－７,702.81,139.668753725153,35.6980996401363,街区公園,15,16,街区公園,,ブランコ、砂場、築山遊具、健康遊具,,車いす用○、オストメイト○、男子大×、男子小×、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,沼袋公園,ぬまぶくろ,沼　袋１－１９,1947.04,139.668597267186,35.7200586552452,街区公園,5,5,街区公園,,ブランコ、砂場、複合遊具、鉄棒,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,打越公園,うちこし,中　野５－２６,732.9,139.668889957939,35.7081665567264,街区公園,93,96,街区公園,,ブランコ、複合遊具,公園全体（開放7:00、閉鎖19:00）,なし,,,
中野区,red,いちょう公園,いちょう,中　央４－５０,339.84,139.669300238685,35.7022242059672,街区公園,81,84,街区公園,,ブランコ、滑り台、砂場,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,千代田公園,ちよだ,本　町５－３１,344.1,139.669441264121,35.6927440583507,街区公園,51,53,街区公園,,ブランコ、滑り台、鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,本多山公園,ほんだやま,江古田３－８,1263.04,139.669060980204,35.727925485778,街区公園,151,157,街区公園,,複合遊具,,なし,,,
中野区,red,片山小さな緑地,かたやまちいさなりょくち,松が丘２－１９,164.44,139.670164520498,35.7229939971959,街区公園,143,149,街区公園,,,,なし,,,
中野区,red,上町公園,かみちょう,中　央４－３６,1032.99,139.6704020186,35.7012279738133,街区公園,112,116,街区公園,,ブランコ,,車いす用○、オストメイト○、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,本五ふれあい公園,ほんごふれあい,本　町５－２８,11924.12,139.669827229178,35.6920387039073,近隣公園,163,169,近隣公園,多目的運動場,,多目的運動場,（中学校側）車いす用○、オストメイト×、男子大×、男子小×、女子×、共用×、ベビーシート×、ベビーチェア×,（中野通り側トイレ）車いす用○、オストメイト○、男子大１、男子小２、女子２、共用×、ベビーシート○、ベビーチェア○,犬の同行入園可（園路）,多目的運動場（9:00～17:00（6月～8月は19:00まで）、水土の13:00～は個人利用のみ（予約不要））
中野区,red,前原公園,まえはら,南　台２－４８,518.33,139.670663138723,35.6848344091228,街区公園,44,45,街区公園,,砂場、複合遊具,,なし,,,
中野区,red,こぶし公園,こぶし,上高田２－３２,282.48,139.670705345225,35.712417400675,街区公園,62,64,街区公園,,ブランコ、複合遊具,,なし,,,
中野区,red,みなみの広場,みなみのひろば,南　台２－３３,295.78,139.670861520283,35.6836687040469,街区公園,129,133,街区公園,,,,なし,,,
中野区,red,天神小公園,てんじんしょう,中　野５－１９,446.44,139.670772132107,35.7073083052194,街区公園,120,124,街区公園,,,,なし,,,
中野区,red,松が丘公園,まつがおか,松が丘１－２,414.63,139.67134961208,35.717249926504,街区公園,104,108,街区公園,,滑り台、砂場,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,江古田公園,えごた,松が丘２－３５・２－２９,8129.7,139.670480262924,35.7231341786474,総合公園,3,3,総合公園,,複合遊具,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,すみれ公園,すみれ,中　野５－５,727.63,139.671568301456,35.7091673720227,街区公園,76,79,街区公園,,砂場、複合遊具,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用２、ベビーシート×、ベビーチェア×,,,
中野区,red,栄町公園,さかえちょう,弥生町４－２０,2912.45,139.67154535144,35.6867078398069,街区公園,8,8,街区公園,じゃぶじゃぶ池,ブランコ、砂場、複合遊具、築山遊具、鉄棒,,車いす用○、オストメイト○、男子大１、男子小２、女子２、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,江古一御嶽公園,えごいちみたけ,江古田１－３４,315.81,139.671689273128,35.7254998071496,街区公園,145,151,街区公園,,,,なし,,,
中野区,red,紅葉山公園,もみじやま,中　野２－５,5488.5,139.671390444927,35.7038991342475,街区公園,14,15,街区公園,池,砂場、複合遊具,,車いす用○、オストメイト×、男子大１、男子小３、女子２、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,天神公園,てんじん,中　野５－８,636.36,139.671916349734,35.7072535508997,街区公園,49,50,街区公園,,ブランコ、滑り台、鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,江原屋敷森緑地,えはらやしきもりりょくち,江原町３－３２,1187.06,139.672513359401,35.7324601264572,都市緑地,138,144,都市緑地,都市緑地,,,なし,,,
中野区,red,本四公園,ほんよん,本　町４－６,269.16,139.672701903246,35.6969959452478,街区公園,90,93,街区公園,,,,なし,,,
中野区,red,上高田二丁目公園,かみたかだにちょうめ,上高田２－８,3036.8,139.672822573894,35.7106351460549,街区公園,111,115,街区公園,,砂場、複合遊具,,車いす用○、オストメイト×、男子大１、男子小２、女子１、共用×、ベビーシート×、ベビーチェア×,,花火不可,
中野区,red,こぐま公園,こぐま,江原町３－１７,360.83,139.673423674968,35.7317168950979,街区公園,70,73,街区公園,,ブランコ、砂場、築山遊具,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,南台いちょう公園,みなみだいいちょう,南　台１－１５,10035.13,139.673222921302,35.6846677109684,近隣公園,162,168,近隣公園,多目的運動場、芝生広場,複合遊具,トイレ（開放6:00、閉鎖21:00）、多目的運動場,車いす用○、オストメイト○、男子大１、男子小２、女子２、共用×、ベビーシート○、ベビーチェア○,,犬の同行入園可（園路）,多目的運動場（9:00～17:00（6月～8月は19:00まで）、水土の13:00～は個人利用のみ（予約不要））
中野区,red,仲町公園,なかちょう,中　央３－１７,541.41,139.673989023386,35.7006956783103,街区公園,132,138,街区公園,果樹公園,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,弥生ポケットパーク,やよいぽけっとぱーく,弥生町２－２３,154.26,139.674183253246,35.6928461144523,その他,178,307,その他,,,,なし,,,
中野区,red,上一こなら公園,かみいちこなら,上高田１－４３,478.74,139.674280755289,35.7111255205586,街区公園,135,141,街区公園,,,,なし,,,
中野区,red,文園西公園,ふみぞのにし,中　野６－２３,367.51,139.674547411774,35.7065339054466,街区公園,102,105,街区公園,,鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,なかしん広場,なかしんひろば,本町３－２,210,139.674631612005,35.6932127640182,その他,177,306,その他,,,,車いす用○、オストメイト○、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,城山公園,しろやま,中　野１－４４,3298.6,139.674340360572,35.704238820504,街区公園,6,6,街区公園,,ブランコ、滑り台、砂場、複合遊具,,車いす用○、オストメイト×、男子大１、男子小２、女子２、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,ぱんだ公園,ぱんだ,弥生町３－３４,730.87,139.674544098527,35.6891647723195,街区公園,84,87,街区公園,,滑り台、砂場、鉄棒、ｼﾞｬﾝｸﾞﾙｼﾞﾑ,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,弥生二丁目公園,やよいにちょうめ,弥生町２－１９,389.39,139.674761762505,35.6909944980086,街区公園,108,112,街区公園,,砂場,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,江原公園,えはら,江原町１－１５,6806.77,139.674437771762,35.729227627562,街区公園,4,4,街区公園,じゃぶじゃぶ池,ブランコ、砂場、鉄棒、雲梯、ｼﾞｬﾝｸﾞﾙｼﾞﾑ,,車いす用○、オストメイト○、男子大１、男子小２、女子２、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,みずのとう公園,みずのとう,江古田１－３,2272.73,139.674665584175,35.7246000751646,街区公園,83,86,街区公園,旧野方配水塔,ブランコ,,車いす用○、オストメイト×、男子大×、男子小×、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,上高田北公園,かみたかだきた,上高田５－２９,960.99,139.675152472365,35.7182267271878,街区公園,123,127,街区公園,,ブランコ、砂場、健康遊具,,（高齢者会館外）車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,妙正寺川公園,みょうしょうじがわ,松ヶ丘１－３３,17314.83,139.674001784309,35.7209690493934,その他,121,125,その他,調節池、池、運動施設,,運動施設（閉鎖時間の詳細は指定管理者へ）,車いす用○、オストメイト×、男子大３、男子小６、女子６、共用×、ベビーシート×、ベビーチェア×,,花火不可,指定管理者　03-3951-2515 （9:00～17:00）
中野区,red,谷戸運動公園,やとうんどう,中　野１－３１,3438.55,139.674980188723,35.7026061384537,街区公園,33,34,街区公園,,ﾊﾞｽｹｯﾄｺﾞｰﾙ,公園全体（開放6:30（10～3月7:00）、閉鎖19:00）,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,占用受付は東部区民活動センター　03ｰ3363ｰ0751（平日8:30～17:00）
中野区,red,川島公園,かわしま,弥生町３－６,1330.33,139.675329010349,35.6890465246206,街区公園,167,173,街区公園,,健康遊具,,なし,,,
中野区,red,上高田三丁目公園,かみたかださんちょうめ,上高田３－１０,381.35,139.675505740206,35.7135552515843,街区公園,114,118,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,哲学堂公園,てつがくどう,松ヶ丘１－３４,52494.08,139.673988158037,35.7220462070211,総合公園,27,28,総合公園,【国指定名勝】古建築物、運動施設、喫煙所、駐車場,ブランコ、砂場、複合遊具、鉄棒、健康遊具,77場エリア、運動施設（閉鎖時間の詳細は指定管理者へ）,（児童遊園）車いす用○、オストメイト×、男子大１、男子小３、女子３、共用×、ベビーシート×、ベビーチェア×,（桜の広場トイレ）車いす用○、オスト×、男大２、男小３、女３、共×、ベビシ×、ベビチ×　（つつじ園トイレ）車いす用○、オスト×、男大１、男小１、女２、共×、ベビシ×、ベビチ×、,花火不可、犬の同行入園可（一部園路）,指定管理者　03ｰ3951ｰ2515（9:00～17:00）
中野区,red,やまぶき公園,やまぶき,中　野１－３１,102.44,139.675722872471,35.7023117016588,街区公園,148,154,街区公園,,,,なし,,,
中野区,red,ひまわり公園,ひまわり,中　央２－５２,287.66,139.675676662643,35.699701291065,街区公園,140,146,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,みずき公園,みずき,中　央２－５４,725.29,139.675801173398,35.7007434727332,街区公園,105,109,街区公園,,砂場,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,弥生こぶし公園,やよいこぶし,弥生町１－４０,416.45,139.676359593828,35.6879688101827,街区公園,137,143,街区公園,,健康遊具,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,花見公園,はなみ,弥生町２－７,391.66,139.676484365083,35.6923702229938,街区公園,54,56,街区公園,,ブランコ、砂場、複合遊具,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,そらまめ公園,そらまめ,中　野６－６,137.41,139.676628954959,35.7079587310413,街区公園,152,158,街区公園,,,,なし,,,
中野区,red,文園公園,ふみぞの,中　野６－１０,1024.53,139.676573094621,35.706447495441,街区公園,29,30,街区公園,,ブランコ,,なし,,,
中野区,red,本町通り公園,ほんちょうどおり,中　央２－４６,538.59,139.677242237593,35.6989169675602,街区公園,48,49,街区公園,,ブランコ、砂場、複合遊具,,車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,青桐公園,あおぎり,本　町３－２９,184.25,139.677812044431,35.6970925651529,街区公園,60,62,街区公園,,複合遊具,,なし,,,
中野区,red,さくら公園,さくら,中　野６－２,564.16,139.678027578587,35.7071090055955,街区公園,68,71,街区公園,芝生広場,砂場、複合遊具,,なし,,,
中野区,red,高根公園,たかね,東中野２－３４,1465.82,139.678308143171,35.7057593864314,街区公園,65,68,街区公園,,ブランコ、複合遊具、鉄棒,,なし,,,
中野区,red,本二東郷やすらぎ公園,ほんにとうごうやすらぎ,本　町２－１２，１４,6954.34,139.678180392682,35.694005843371,街区公園,116,120,街区公園,芝生広場,複合遊具、ｼﾞｬﾝｸﾞﾙｼﾞﾑ、健康遊具,,（北側）車いす用○、オストメイト×、男子大×、男子小×、女子×、共用×、ベビーシート×、ベビーチェア○,（南側トイレ）車いす用○、オストメイト○、男子大１、男子小１、女子１、共用×、ベビーシート○、ベビーチェア○,犬の同行入園可（園路）,
中野区,red,宮前公園,みやまえ,中　央２－３９,1481.31,139.678457685794,35.7008571619761,街区公園,94,97,街区公園,,複合遊具,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,上高田台公園,かみたかだだい,上高田４－１７,2947.69,139.678366030938,35.7131570416424,街区公園,96,99,街区公園,,砂場、複合遊具、健康遊具、ﾊﾞｽｹｯﾄｺﾞｰﾙ,,（高齢者会館外）車いす用×、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,中野上高田公園,なかのかみたかだ,上高田５－７,19400.67,139.678464182055,35.7172208514379,総合公園,7,7,総合公園,運動施設、駐車場、喫煙所,複合遊具,運動施設（閉鎖時間の詳細は指定管理者へ）,なし,,花火不可,運動施設のみ指定管理者　03ｰ3951ｰ2515（9:00～17:00）
中野区,red,なかのはしポケットパーク,なかのはしぽけっとぱーく,弥生町１－２６,251.95,139.679074955519,35.6924048080466,その他,175,304,その他,,,,なし,,,
中野区,red,桜山公園,さくらやま,東中野３－２２,2824.16,139.680034010748,35.7074207539344,街区公園,97,100,街区公園,キャッチボールコーナー,砂場、複合遊具、健康遊具、シーソー,,車いす用○、オストメイト○、男子大１、男子小１、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,かえで公園,かえで,中　央２－３５,510.86,139.680306256011,35.7005918351682,街区公園,69,72,街区公園,,鉄棒,,なし,,,
中野区,red,上の原公園,うえのはら,東中野２－６,1002.15,139.681004330051,35.7024917166446,街区公園,20,21,街区公園,,ブランコ、滑り台、砂場、鉄棒,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,朝日が丘公園,あさひがおか,本　町２－３２,700.03,139.681023850922,35.6948473061457,街区公園,13,14,街区公園,,ブランコ、砂場、複合遊具,児童館外トイレ（開放9:00、閉鎖17:00　日及び休日は終日開放）,（児童館外）車いす用○、オストメイト×、男子大×、男子小×、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,長者橋公園,ちょうじゃばし,弥生町１－６,340.63,139.68159854822,35.6918514233389,街区公園,164,170,街区公園,,,,なし,,,
中野区,red,塔の山公園,とうのやま,中　央２－７,1351.12,139.681741460647,35.6989190297487,街区公園,18,19,街区公園,,ブランコ、滑り台、砂場,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,みどり公園,みどり,東中野３－１１,798.32,139.682717871545,35.7084390852321,街区公園,80,83,街区公園,,ブランコ、砂場、鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,本一公園,ほんいち,本　町１－２３,996.88,139.682749573731,35.6942031521156,街区公園,35,36,街区公園,,複合遊具,,車いす用○、オストメイト○、男子大×、男子小×、女子×、共用×、ベビーシート○、ベビーチェア○,,,
中野区,red,若の芽公園,わかのめ,本　町１－５,289.18,139.683298485414,35.692917448885,街区公園,79,82,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,氷川公園,ひかわ,東中野１－１１,849.92,139.683097098167,35.7030709116036,街区公園,47,48,街区公園,神社の境内,ブランコ、滑り台、砂場、雲梯、ｼﾞｬﾝｸﾞﾙｼﾞﾑ,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,あやめポケットパーク,あやめぽけっとぱーく,弥生町１－１,62.43,139.683500622727,35.6924180432721,その他,174,303,その他,,,,なし,,,
中野区,red,神田川はなひろば,かんだがわはなひろば,本　町１－２,391.7,139.683937037567,35.6929022934975,街区公園,149,155,街区公園,,,,なし,,,
中野区,red,なかの坂公園,なかのさか,本　町１－１５,175,139.6846853944,35.695979767052,街区公園,141,147,街区公園,,スプリング遊具,,なし,,,
中野区,red,あいおいポケットパーク,あいおいぽけっとぱーく,本　町１－１,63.18,139.684753829061,35.6935394424901,その他,173,302,その他,,,,なし,,,
中野区,red,川添公園,かわぞえ,東中野１－２２,890.05,139.686177605484,35.7034892175093,街区公園,23,24,街区公園,,ブランコ、砂場、複合遊具、鉄棒,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,,
中野区,red,小淀公園,こよど,中　央１－２４,713.24,139.686326362127,35.7008459809841,街区公園,128,132,街区公園,,,,車いす用○、オストメイト×、男子大×、男子小１、女子×、共用×、ベビーシート×、ベビーチェア×,,花火不可,
中野区,red,ゆりの木公園,ゆりのき,中　央１－２０,484.21,139.686674307412,35.6987537721244,街区公園,82,85,街区公園,,,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,すみよし公園,すみよし,東中野４－２５,332.77,139.68732838373,35.7099775065839,街区公園,38,39,街区公園,,滑り台、砂場、鉄棒,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,桃園川緑道,ももぞのかわりょくどう,中央1－12～中野3－11,15148.31,139.674504245998,35.7016151797691,緑道,158,164,緑道,,,,なし,,犬の同行入園可（園路）,
中野区,red,けやき公園,けやき,東中野５－１３,635.51,139.689434098919,35.7085378096562,街区公園,63,65,街区公園,じゃぶじゃぶ池,ブランコ、砂場、築山遊具,,なし,,,
中野区,red,おかのうえ公園,おかのうえ,東中野５－２７,1682.75,139.690401422441,35.7099172466935,街区公園,166,172,街区公園,EV,複合遊具,ウッドデッキ（開放7:00、閉鎖19:00）,なし,,犬の同行入園可（園路）,
中野区,red,おたき公園,おたき,東中野５－２３,380.2,139.692179198051,35.7101080717457,街区公園,87,90,街区公園,,砂場、複合遊具,,車いす用×、オストメイト×、男子大×、男子小×、女子×、共用１、ベビーシート×、ベビーチェア×,,,
中野区,red,上鷺宮四丁目の広場,かみさぎのみやよんちょうめ,上鷺宮４－６,125.28125,139.629665232119,35.7326063392014,その他,0,999,その他,,,,なし,公園課で管理する広場,,
